Title,Company,Location,Salary,JobType,DatePosted,URL,CompanyLogo,Description
CNC Operator,PT Citatah Tbk,Karawang,Not specified,Full time,27 hari yang lalu,https://id.jobstreet.com/id/job/84093597?type=standard&ref=search-standalone,Logo not available,"Tanggung Jawab:Mengatur dan mengoperasikan mesin CNCmillingdan/atauturninguntuk melakukan operasi pemesinan sesuai denganblueprint, gambar teknik, dan perintah kerja.Memuat dan membongkar benda kerja, memastikan penjajaran dan pengamanan yang tepat, dengan fokus pada penanganan marmer yang hati-hati.Memantau operasi mesin untuk mendeteksi malfungsi atau pemesinan di luar toleransi dan melakukan penyesuaian yang diperlukan, dengan memperhatikan persyaratan spesifik pemrosesan marmer.Memeriksa bagian-bagian marmer yang sudah selesai untuk akurasi dan kepatuhan terhadap standar kualitas menggunakan alat ukur (misalnya, kaliper, mikrometer,gauge).Melakukan perawatan rutin mesin, seperti membersihkan dan melumasi, memastikan tidak ada kerusakan pada sistem pengumpul debu marmer.Memecahkan masalah dasar pada mesin dan melaporkan masalah yang lebih kompleks kepada personel pemeliharaan.Mengikuti semua prosedur dan pedoman keselamatan untuk memastikan lingkungan kerja yang aman, termasuk yang spesifik untuk penanganan debu batu.Menginterpretasikan gambar teknik dan spesifikasi, termasuk yang dihasilkan di AutoCAD.Mencatat data produksi yang akurat, termasuk penggunaan material dan setiap penyimpangan.Berpartisipasi dalam inisiatif peningkatan berkelanjutan untuk meningkatkan efisiensi dan kualitas dalam pemrosesan marmer.Kualifikasi:Diploma (D3)di bidang Teknik Mesin, Teknologi Manufaktur, atau bidang teknik terkait lainnya.Pengalaman minimal 2 tahun sebagai Operator CNC.Pemahaman yang kuat mengenai pengoperasian mesin CNC, perkakas, dan pemrograman (G-code menjadi nilai tambah).Mahir menggunakan perangkat lunak AutoCAD untuk membaca gambar teknik dan berpotensi memodifikasi atau membuat program dasar yang relevan dengan pemesinan komponen marmer.Mampu membaca dan menginterpretasikan gambar teknik danblueprintdengan akurat.Mahir menggunakan berbagai alat ukur untuk memeriksa akurasi dimensi, dengan perhatian khusus pada kualitas permukaan akhir marmer.Memiliki perhatian yang sangat baik terhadap detail dan komitmen yang kuat terhadap kualitas,terutama saat bekerja dengan material yang sensitif seperti marmer untuk menghindari keretakan atau kerusakan.Memiliki kemampuan memecahkan masalah yang baik dan mampu mengatasi masalah dasar pada mesin.Mampu bekerja secara mandiri maupun dalam tim.Memiliki etos kerja yang kuat dan sikap yang positif.Usia maksimal 30 tahun pada saat melamar.Bersedia bekerja sesuai jam kerja yang ditentukan di pabrik Karawang kami.Familiaritas dengan jenis-jenis mesin CNC yang umum digunakan untuk pemrosesan marmer (misalnya,bridge saw, pusat permesinan dengan perkakas khusus) sangat diutamakan.Jam Kerja:Senin sampai Jumat: 08.00 - 16.00 WIBSabtu: 08.00 - 14.00 WIB"
Frontend Developer (Android/IOS),PT. TALENTA TEKNOLOGI SUKSES GEMILANG,Jakarta Raya,Rp 7.000.000 – Rp 10.000.000 per month,Full time,16 hari yang lalu,https://id.jobstreet.com/id/job/84340290?type=standard&ref=search-standalone,Logo not available,"Experienced in Frontend (Android/IOS Developer) using stack such as: Flutter and React native minimum one year, more than 4 years of experience is preferred.Designs and implements complex UI and app flowsApplies architecture patterns (MVVM, MVI, etc.)Implements OTA update solutions (CodePush, Dynamic Feature Modules)Optimizes app performance, handles multi-module setupCollaborates closely with designers, backend, QA, and product."
Sales Leader,PT. Katalisator Asa Indonesia (Manuva),Banyumas,Rp 6.000.000 – Rp 7.500.000 per month,Full time,20 hari yang lalu,https://id.jobstreet.com/id/job/84251427?type=standard&ref=search-standalone,Logo not available,"Job Description Sales LeaderMemimpin, mengelola, dan membimbing tim sales untuk mencapai target penjualan.Mengidentifikasi dan mencari prospek pelanggan baru di sektor FMCG.Menjalin serta menjaga hubungan baik dengan pelanggan retail, distributor, dan grosir.Mengembangkan dan menerapkan strategi penjualan yang efektif.Memantau kinerja tim sales serta memberikan pelatihan dan motivasi.Melakukan evaluasi rutin terhadap pencapaian target dan memberikan solusi atas tantangan yang dihadapi tim.Melakukan negosiasi harga dan kontrak dengan pelanggan.Menyiapkan laporan penjualan dan menganalisis data untuk meningkatkan strategi penjualan.Berkolaborasi dengan tim pemasaran untuk meningkatkan penjualan.Memantau tren pasar, persaingan bisnis, dan kebutuhan pelanggan di sektor FMCG.📌 KUALIFIKASI SALES LEADER (FMCG)1. Pendidikan dan PengalamanMinimal D3/S1 (Manajemen, Marketing, Bisnis, atau jurusan terkait)Pengalaman minimal 3–5 tahun di bidang sales, khususnya di industri FMCGPernah menjadi Supervisor atau Team Leader dalam tim sales (nilai tambah)2. Keterampilan & KompetensiLeadership yang kuat – Mampu memimpin dan memotivasi tim sales untuk mencapai targetStrategi penjualan & negosiasi – Bisa membuat strategi untuk meningkatkan sales dan mengelola negosiasi dengan pelangganTarget oriented & problem-solving – Mampu bekerja di bawah tekanan dengan target yang ketatAnalisis data penjualan – Bisa membaca laporan penjualan dan membuat strategi berdasarkan dataKomunikasi & interpersonal skills – Bisa berinteraksi dengan berbagai pihak, dari tim internal hingga klien besar3. Pengetahuan & TeknologiMenguasai dunia retail & distribusi – Memahami model penjualan B2B, B2C, General Trade (GT) dan modern trade (MT)Mengerti teknik merchandising & trade marketing – Bisa mengatur strategi promosi di lapanganMenguasai Microsoft Office & sistem CRM – Terutama Excel untuk analisis data dan PowerPoint untuk presentasi4. Persyaratan TambahanMemiliki SIM C/A & kendaraan pribadi – Untuk mobilitas ke area kerjaBersedia bekerja mobile & lapangan – Melakukan kunjungan ke tim sales, distributor, dan pelangganJujur, bertanggung jawab, dan memiliki integritas tinggi.Catatan:Kandidat yang berdomisili disekitar Purwokerto memiliki potensi lebih besar untuk masuk short-listed."
Sales Leader,PT. Katalisator Asa Indonesia (Manuva),Bali,Rp 6.000.000 – Rp 7.500.000 per month,Full time,20 hari yang lalu,https://id.jobstreet.com/id/job/84251938?type=standard&ref=search-standalone,Logo not available,"Job Description Sales LeaderMemimpin, mengelola, dan membimbing tim sales untuk mencapai target penjualan.Mengidentifikasi dan mencari prospek pelanggan baru di sektor FMCG.Menjalin serta menjaga hubungan baik dengan pelanggan retail, distributor, dan grosir.Mengembangkan dan menerapkan strategi penjualan yang efektif.Memantau kinerja tim sales serta memberikan pelatihan dan motivasi.Melakukan evaluasi rutin terhadap pencapaian target dan memberikan solusi atas tantangan yang dihadapi tim.Melakukan negosiasi harga dan kontrak dengan pelanggan.Menyiapkan laporan penjualan dan menganalisis data untuk meningkatkan strategi penjualan.Berkolaborasi dengan tim pemasaran untuk meningkatkan penjualan.Memantau tren pasar, persaingan bisnis, dan kebutuhan pelanggan di sektor FMCG.📌 KUALIFIKASI SALES LEADER (FMCG)1. Pendidikan dan PengalamanMinimal D3/S1 (Manajemen, Marketing, Bisnis, atau jurusan terkait)Pengalaman minimal 3–5 tahun di bidang sales, khususnya di industri FMCGPernah menjadi Supervisor atau Team Leader dalam tim sales (nilai tambah)2. Keterampilan & KompetensiLeadership yang kuat – Mampu memimpin dan memotivasi tim sales untuk mencapai targetStrategi penjualan & negosiasi – Bisa membuat strategi untuk meningkatkan sales dan mengelola negosiasi dengan pelangganTarget oriented & problem-solving – Mampu bekerja di bawah tekanan dengan target yang ketatAnalisis data penjualan – Bisa membaca laporan penjualan dan membuat strategi berdasarkan dataKomunikasi & interpersonal skills – Bisa berinteraksi dengan berbagai pihak, dari tim internal hingga klien besar3. Pengetahuan & TeknologiMenguasai dunia retail & distribusi – Memahami model penjualan B2B, B2C, General Trade (GT) dan modern trade (MT)Mengerti teknik merchandising & trade marketing – Bisa mengatur strategi promosi di lapanganMenguasai Microsoft Office & sistem CRM – Terutama Excel untuk analisis data dan PowerPoint untuk presentasi4. Persyaratan TambahanMemiliki SIM C/A & kendaraan pribadi – Untuk mobilitas ke area kerjaBersedia bekerja mobile & lapangan – Melakukan kunjungan ke tim sales, distributor, dan pelangganJujur, bertanggung jawab, dan memiliki integritas tinggi.Catatan:Kandidat yang berdomisili disekitar Bali memiliki potensi lebih besar untuk masuk short-listed."
UNIT HEAD PRODUCTION PURWOSARI,PT Mayora Indah Tbk,Purwosari,Not specified,Full time,14 hari yang lalu,https://id.jobstreet.com/id/job/84400153?type=standard&ref=search-standalone,Logo not available,"Tugas dan Tanggung Jawab:Memimpin dan mengawasi semua kegiatan produksi, mengendalikan alur proses produksi agar berjalan sesuai dengan perencanaan yang telah ditentukan, serta memimpin tim produksi.Kualifikasi:Usia maks. 27 tahunPendidikan min. D4/S1 Teknik Mesin/Teknik Industri/Teknik Elektro/Mekatronika/Teknik Pangan/Teknologi Hasil PanganPengalaman min. 1 tahun sebagai Team Leader diutamakanMampu berbahasa Inggris (pasif)Man Power Planning dan memahami GMP, Food Safety, dan Sistem Jaminan Produk HalalBersedia bekerja sistem shiftBersedia penempatan di parbik Purwosari, Jawa Timur"
Administration Internship,PT.  Universal Eco Pasific,Jakarta Pusat,Not specified,Full time,24 hari yang lalu,https://id.jobstreet.com/id/job/84146942?type=standard&ref=search-standalone,Logo not available,"Tanggung JawabMemberikan dukungan administratif harian untuk tim, termasuk pengarsipan, pengelolaan dokumen, dan tugas administratif lainnya.Memberikan bantuan umum untuk berbagai proyek.Membantu dalam pengelolaan bahan persediaan kantor dan pengadaan barang.Berkoordinasi dengan tim lain untuk memastikan kelancaran operasional.Mengambil inisiatif untuk mengidentifikasi peluang perbaikan dan efisiensi proses.PersyaratanSedang menempuh pendidikan atau baru saja lulus dari program Administrasi Bisnis, Manajemen, atau bidang terkait.Memiliki pengalaman magang atau pengalaman kerja relevan di lingkungan kantor.Kemampuan komunikasi interpersonal yang baik, dengan keterampilan organisasi dan manajemen waktu yang kuat.Pemahaman yang baik tentang teknologi perkantoran, termasuk Microsoft Office.Perhatian terhadap detail dan kemampuan untuk bekerja dalam tim maupun mandiri.Antusias, inisiatif tinggi, dan bersemangat untuk belajar dan berkembang."
Human Resources/People & Culture Intern - Solo Area,PT. Rumah Atsiri Indonesia,Karanganyar,Not specified,Full time,22 hari yang lalu,https://id.jobstreet.com/id/job/84222979?type=standard&ref=search-standalone,Logo not available,"DescriptionHuman Resources/People & Culture Intern - Solo AreaJob Requirement• Mahasiswa/i tingkat akhir atau fresh graduate dari jurusan S1 Psikologi, Manajemen SDM, atau bidang terkait• Memiliki pemahaman dasar terkait Talent Acquisition, Administrasi HR, Learning & Development• Kemampuan komunikasi yang baik dalam Bahasa Indonesia dan Inggris• Familiar dengan penggunaan teknologi dan media digital terkini• Memiliki kemampuan analitis yang baik serta keinginan belajar yang tinggi• Memiliki etika kerja dan profesionalisme yang baik• Detail oriented, dapat bekerja dalam tim maupun mandiri• Bersedia internship selama minimal 4 bulan di Rumah Atsiri Indonesia, Tawangmangu""Pihak HiredToday.com dan Perusahaan tidak akan meminta biaya dalam bentuk apapun pada saat melakukan proses recruitment. Mohon segera melaporkan kepada kami, apabila Anda jika pada saat diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang.""""HiredToday.com and the Company will not ask for any form of payment during the recruitment process. Please report to us immediately, if you are invited for an interview and asked to make a payment with a sum of money."""
penerjemah bahasa mandarin,Eka Bersama Persada,Kecamatan Tangerang,Rp 8.000.000 – Rp 12.000.000 per month,Full time,20 hari yang lalu,https://id.jobstreet.com/id/job/84246680?type=standard&ref=search-standalone,Logo not available,"Menerjemahkan DokumenMengonversi teks tertulis dari bahasa Mandarin ke bahasa target atau sebaliknya dengan akurasi tinggi.Memastikan makna, nuansa, dan konteks asli tetap terjaga dalam terjemahan.Interpretasi LisanMelakukan interpretasi langsung dalam pertemuan, konferensi, atau negosiasi bisnis.Membantu komunikasi antar individu atau kelompok yang memiliki perbedaan bahasa.Mengadaptasi KontenMenyesuaikan terjemahan agar sesuai dengan budaya dan konteks lokal, terutama dalam bidang pemasaran, media, atau hiburan.Menghindari kesalahpahaman akibat perbedaan budaya.Memeriksa & Mengedit TerjemahanMengevaluasi hasil terjemahan untuk memastikan ketepatan dan kelancaran bahasa.Mengedit kesalahan dalam tata bahasa, ejaan, atau makna.Menggunakan Alat & Teknologi TerjemahanMemanfaatkan perangkat lunak terjemahan seperti CAT tools (Computer-Assisted Translation) untuk meningkatkan efisiensi.Mengelola glosarium dan database istilah khusus sesuai dengan kebutuhan industri.Menjaga Kerahasiaan & Etika ProfesionalMemastikan bahwa informasi yang diterjemahkan tetap aman dan tidak disebarluaskan tanpa izin.Menjunjung tinggi etika profesional dalam setiap pekerjaan.Berkomunikasi dengan Klien atau TimBerkoordinasi dengan klien, editor, atau tim terkait untuk memahami kebutuhan terjemahan."
Supervisor General Affair,Koperasi Jasa Amanah LPPOM MUI,Bogor Tengah,Rp 5.000.000 – Rp 6.500.000 per month,Kontrak/Temporer,29 hari yang lalu,https://id.jobstreet.com/id/job/84049810?type=standard&ref=search-standalone,Logo not available,"KesempatanKami mencari Supervisor General Affair yang berpengalaman dan berorientasi pada detail untuk bergabung dengan tim kami di Koperasi Jasa Amanah Madani Halal. Sebagai Supervisor General Affair, Anda akan memainkan peran penting dalam memastikan kelancaran operasional kantor dan fasilitas pendukung di lokasi kami yang berlokasi di Bogor, Jawa Barat. Kandidat ideal memiliki pengalaman dalam pengawasan dan koordinasi tugas-tugas administrasi, serta kemampuan untuk bekerja dalam tim untuk mencapai tujuan bersama.Tanggung JawabMengawasi dan mengkoordinasikan staf administrasi untuk memastikan tugas-tugas umum seperti penjadwalan, logistik, dan pemeliharaan berjalan lancar.Memastikan kebersihan dan kerapian fasilitas kantor, termasuk ruang pertemuan, dapur, dan area umum lainnya.Mengatur pengadaan barang dan layanan yang dibutuhkan untuk mendukung operasional kantor sehari-hari.Menjadi penghubung utama antara staf administrasi dan manajemen, melaporkan kemajuan dan masalah yang terjadi.Membantu dalam penyusunan anggaran dan pengelolaan biaya untuk area tanggung jawab.Memastikan kepatuhan terhadap peraturan dan prosedur yang berlaku.Dapat merumuskan & mencanangkan strategi terkait pengelolaan aset dan pelayanan internal.KualifikasiMemiliki minimal 3 tahun pengalaman kerja di posisi Supervisor atau fungsi administrasi dan umum yang serupa.Memahami proses dan prosedur administrasi perkantoran, termasuk manajemen staf, pengadaan, dan pengelolaan fasilitas/aset perusahaan.Memiliki kemampuan komunikasi yang baik, termasuk kemampuan untuk berinteraksi dengan berbagai pemangku kepentingan.Teliti, berorientasi pada detail, dan mampu mengelola beberapa tugas secara bersamaan.Memiliki pengetahuan dasar tentang teknologi perkantoran dan aplikasi produktivitas.Memiliki sertifikasi atau pelatihan relevan terkait fungsi administrasi dan umum akan menjadi nilai tambah.ManfaatGaji yang kompetitif sesuai dengan pengalaman dan kinerja.Paket asuransi kesehatan yang komprehensif.Tunjangan cuti tahunan dan cuti hari raya yang menarik.Kesempatan untuk berkembang dan mengembangkan karier dalam lingkungan kerja yang mendukung.Lingkungan kerja yang dinamis dan kolaboratif.Tentang PerusahaanKoperasi Jasa Amanah Madani Halal LPPOM MUI adalah organisasi nirlaba yang berfokus pada sertifikasi dan pengawasan produk halal di Indonesia. Kami berkomitmen untuk menjaga integritas dan kepercayaan konsumen terhadap produk-produk yang bersertifikat halal. Sebagai perusahaan yang terus tumbuh, kami mencari talenta-talenta terbaik untuk bergabung dengan kami dan berkontribusi dalam misi mulia kami.Jika Anda tertarik untuk bergabung dengan kami, silakanlamar sekarang."
Sales (Catering),Kangen Kampuang Sejahtera,Penjaringan,Rp 4.000.000 – Rp 6.000.000 per month,Full time,27 hari yang lalu,https://id.jobstreet.com/id/job/84112725?type=standard&ref=search-standalone,Logo not available,"Kualifikasi:Melakukan prospeksi dan membangun hubungan dengan pelanggan baru/potensial, termasuk individu, perusahaan dan acara-acara di sekitar lokasi.Terbiasa melakukan canvassing & corporateDiutamakan yang sudah memiliki pengalaman sebagaisales senior/SPV di cafe/resto/cateringminimal 3 tahunBerpartisipasi dalam kegiatan promosi dan acara-acara untuk meningkatkan brand awareness dan memperluas jangkauan brandMemiliki jaringan luas dan memiliki database perusahaan/perorangan merupakan poin plusMampu bekerja pribadi dan maupun timKomunikatif, berorientasi pada target, cepat beradaptasiMenjaga komunikasi yang baik dengan  pelanggan maupun tim internal operasional untuk memastikan pengalaman pelanggan yang luar biasa.Memantau dan menganalisis data penjualan, tren pasar, dan preferensi pelanggan untuk mengembangkan strategi pemasaran yang lebih efektif.Memiliki pengetahuan yang kuat tentang tren dan perkembangan di industri restoran dan makanan merupakan poin plusMemiliki pengetahuan tentang penerapan teknologi digital dalam pemasaran dan penjualan merupakan poin plus"
Sales Project,Pengiklan Anonim,Jakarta Pusat,Not specified,Full time,15 hari yang lalu,https://id.jobstreet.com/id/job/84364179?type=standard&ref=search-standalone,Logo not available,"KesempatanAnda seorang profesional penjualan yang antusias dan berpengalaman? Kami sedang mencari Anda untuk bergabung dengan tim penjualan kami yang berbasis di Jakarta Pusat. Sebagai Sales Project, Anda akan memainkan peran kunci dalam mengembangkan dan memelihara hubungan dengan klien kami, serta mengelola proyek-proyek penjualan yang kompleks.Tanggung Jawab UtamaMengidentifikasi dan mengembangkan peluang penjualan baru di seluruh segmen pasar, dengan fokus pada klien korporat dan komersial.Membangun dan memelihara hubungan yang kuat dengan klien saat ini, memahami kebutuhan mereka, dan menyediakan solusi yang sesuai.Mengelola proses penjualan dari awal hingga akhir, termasuk pengajuan penawaran, negosiasi, dan penutupan kesepakatan.Mengembangkan dan melaksanakan strategi pemasaran dan penjualan yang dirancang untuk meningkatkan pangsa pasar dan pendapatan.Menganalisis data penjualan, tren pasar, dan informasi kompetitif untuk memberikan wawasan dan rekomendasi bisnis.Bekerjasama dengan tim internal lainnya, seperti layanan pelanggan dan pengiriman, untuk memastikan pengalaman yang luar biasa bagi klien.Kualifikasi dan Pengalaman yang DibutuhkanMinimal 2 tahun pengalaman di bidang penjualan, lebih disukai di industri pemadam kebakaran atau keselamatan.Rekam jejak yang terbukti dalam mencapai atau melebihi target penjualan yang menantang.Kemampuan yang kuat dalam membangun hubungan dan memengaruhi pemangku kepentingan.Pemahaman yang baik tentang tren industri, teknologi, dan solusi pemadam kebakaran terbaru.Kecakapan komunikasi yang efektif, baik lisan maupun tertulis, serta kemampuan presentasi yang kuat.Kreativitas dan kemampuan berpikir di luar kotak untuk mengidentifikasi peluang penjualan unik.Pengetahuan dan pengalaman dalam menggunakan alat penjualan dan CRM."
SALES MISI DEPO PALOPO,PT Mahottama Aluminium Suryagiri,Palopo,Rp 3.500.000 – Rp 5.000.000 per month,Full time,23 hari yang lalu,https://id.jobstreet.com/id/job/84168090?type=standard&ref=search-standalone,Logo not available,Persyaratan SPG/SPB1. Usia: 18-35 tahun2. Pendidikan: Minimal SMA/SMK/Sederajat3. Kemampuan:- Komunikasi yang baik- Penampilan yang menarik- Kemampuan bekerja dalam tim4. Pengalaman: pengalaman dalam bidang sales minimal 1 tahunPersyaratan Khusus1. Kemampuan berbicara: Kemampuan berbicara yang baik dan persuasif2. Kemampuan berinteraksi: Kemampuan berinteraksi dengan pelanggan dan tim3. Kemampuan bekerja di bawah tekanan: Kemampuan bekerja di bawah tekanan dan memenuhi target penjualan4. Kemampuan menggunakan teknologi: Kemampuan menggunakan teknologi seperti smartphone dan aplikasi penjualan
Aesthetic Doctor,PT Luvena Beauty Corp,Bekasi,Rp 10.000.000 – Rp 15.000.000 per month,Full time,22 hari yang lalu,https://id.jobstreet.com/id/job/84204923?type=standard&ref=search-standalone,Logo not available,"Gambaran Umum PekerjaanPT Luvena Beauty Corp, sebuah perusahaan yang bergerak dalam jasa perawatan kesehatan dan kecantikan yang inovatif di Kota Karawang, Jawa Barat. Saat ini sedang mencari Dokter Estetika yang berbakat dan berdedikasi untuk bergabung dengan tim kami. Sebagai Dokter Estetika, Anda akan memainkan peran penting dalam memberikan perawatan dan prosedur kecantikan terkini kepada pelanggan kami, berkontribusi pada kesehatan dan penampilan fisik mereka. Posisi ini berlokasi di Karawang, Jawa Barat, dan menawarkan peluang kerja penuh waktu yang menantang dan menarik.Tanggung Jawab UtamaMelakukan konsultasi dengan pasien untuk memahami kebutuhan dan tujuan kecantikan merekaMelakukan prosedur estetika medis, seperti suntikan Botox, filler, dan perawatan laser, dengan standar profesionalisme dan keselamatan tertinggiMemantau kemajuan pasien dan menyesuaikan rencana perawatan jika diperlukanMengumpulkan data pasien secara akurat dan menjaga catatan medis yang terperinciBerkolaborasi dengan tim perawat dan staf lainnya untuk memastikan pengalaman pasien yang luar biasaMempromosikan layanan estetika kami dan membangun hubungan baik dengan klienKeterampilan, Kualifikasi, dan Pengalaman yang DibutuhkanGelar dokter dan izin praktik yang berlaku di IndonesiaMinimal 1 tahun pengalaman sebagai Dokter Estetika atau bidang terkaitPemahaman yang mendalam tentang anatomi wajah dan prosedur estetika medisKeterampilan klinis yang unggul, termasuk kemampuan untuk melakukan prosedur estetika dengan teliti dan amanKemampuan komunikasi yang baik dan berorientasi pada pelayanan pasienPengetahuan terkini tentang tren dan teknologi kecantikanBersertifikat dalam prosedur estetika medis seperti suntikan Botox dan fillerManfaat Utama PerusahaanGaji kompetitif, tunjangan, komisi, dan insentif kinerjaKesempatan untuk mengembangkan keterampilan dan pengetahuan melalui pelatihan yang berkelanjutanLingkungan kerja yang kolaboratif dan mendukung, dengan akses ke peralatan dan sumber daya terkiniPeluang untuk kemajuan karier dalam organisasi yang sedang berkembangPenempatan:Karawang, Jawa BaratJika Anda tertarik untuk bergabung dengan tim kami yang dinamis, silakan lamar posisi Dokter Estetika ini sekarang."
SMT TECHNICIAN,PT. Surya Teknologi Batam,Batam Kota,Not specified,Full time,27 hari yang lalu,https://id.jobstreet.com/id/job/84106140?type=standard&ref=search-standalone,Logo not available,Job Des:• To provide support for AI/SMT machines during set up as per line in-charge• Update/modify existing SMT programs to maximize efficiency.• Liaise maintenance activity with the production line in AI/SMT after the input from the Senior engineer.• To provide support NPI RUN/ECN during implementation in production line.• Update machine cycle time with the production UPH & fine tuning for balancing after the input from the Senior     engineer.• Implement weekly & 3 monthly machines preventive maintenance following schedule.Requirements:Minimal Diploma 3 in Mechanical/ Electronics/ ElectricalHaving experience min. 2 years in AI/ SMT setup and maintenanceFamiliar in SMT Yamaha & Panasonic machineFamiliar with Ms OfficeAble communicate in English
SPG/B SELFIETIME AMBARRUKMO PLAZA JOGJA,PT INTI NYA TEKNOLOGI,Yogyakarta,Not specified,Full time,11 hari yang lalu,https://id.jobstreet.com/id/job/84455905?type=standard&ref=search-standalone,Logo not available,"- Mencari dan melayani customer- Menawarkan produk kepada customer- Membersikan produk di display dan toko - Penempatan Ambarrukmo Plaza Jogja
- Pria/Wanita- Berpengalaman- SMA/SMK- 17 - 25 Tahun- Kandidat wajib upload foto- Provinsi sesuai penempatan kerja (Daerah Istimewa Yogyakarta)"
Desk Collection (WFH),PT Progo Puncak Group,Jakarta Raya,Rp 2.500.000 – Rp 3.000.000 per month,Full time,21 hari yang lalu,https://id.jobstreet.com/id/job/84218102?type=standard&ref=search-standalone,Logo not available,"Pinjamin adalah platform teknologi finansial (fintech) yang fokus pada penyediaan solusi pinjaman yang aman, cepat, dan dapat diandalkan. Dalam rangka mendukung pengelolaan portofolio pinjaman yang sehat dan berkelanjutan, kami membuka kesempatan bagi Anda untuk bergabung sebagaiDesk Collection.Deskripsi PekerjaanSebagai Desk Collection, Anda akan bertanggung jawab untuk melakukan penagihan kepada nasabah melalui saluran telepon secara efektif dan profesional. Posisi ini sangat penting dalam menjaga kelancaran arus kas dan kualitas portofolio perusahaan.Tanggung Jawab:Melakukan penagihan kepada nasabah melalui telepon sesuai dengan SOP perusahaan.Menyampaikan informasi terkait kewajiban pembayaran secara jelas dan persuasif.Melakukan negosiasi pembayaran serta menyusun rencana pelunasan yang sesuai dengan kondisi nasabah.Mendokumentasikan hasil percakapan dan status pembayaran dengan lengkap dan akurat.Bekerja sama dengan tim untuk mencapai target KPI yang telah ditetapkan.Menjaga komunikasi yang baik dengan nasabah secara profesional.Kualifikasi:Pengalaman kerja di bidang penagihan, khususnya di industriFintech / P2P Lending, menjadinilai tambah.Memilikisertifikasi AFPIakan sangat diutamakan.Mampu berpikirkreatif dan solutifdalam menegosiasikan metode pembayaran dengan nasabah.Familiar dengan strategi collection dan targetKPI team.Mampu bekerja secaraindividu maupun dalam tim.Punya device denganLaptop RAM minimal 8 GBdan device lain yang memadai.Mau bekerja remote untuk tim DC WFH Jakarta.Benefit:Gaji pokok daninsentif menarik berbasis performa.Daily and Monthly RewardsKesempatan untuk berkembang dan promosi jabatan."
Environment Officer,PT Ithaca Resources,Berau,Not specified,Full time,15 hari yang lalu,https://id.jobstreet.com/id/job/84445720?type=standard&ref=search-standalone,Logo not available,"DescriptionImplementasi Sistem Manajemen Lingkungan :• Mengimplementasikan dan memantau pelaksanaan dokumen AMDAL, RKL-RPL, dan dokumen lingkungan lainnya di seluruh area operasi proyek.• Menyusun dan mengelola program kerja tahunan lingkungan sesuai milestone proyek dan target PROPER.Pemantauan & Evaluasi Kinerja Lingkungan :• Melakukan pemantauan kualitas air, udara, tanah, kebisingan dan getaran secara berkala dengan teknologi pemantauan (sensor, drone, loT).• Mengevaluasi hasil monitoring dan menyusun tindakan korektif terhadap potensi ketidaksesuaian.Audit & Kepatuhan Regulasi :• Menyusun laporan lingkungan untuk kebutuhan internal dan eksternal (DLH, KLHK, PROPER).• Mendampingi proses audit lingkungan eksternal dan memastikan tidak ada temuan mayor.Manajemen Limbah & Rehabilitasi :• Mengawasi pengelolaan limbah B3 dan non-B3, serta kegiatan remediasi dan revegetasi lahan pasca-tambang.• Menyusun dan mengimplementasikan program reklamasi dan konservasi secara progresif.Koordinasi Multi-Entitas dan Stakeholder Engagement :• Berkoordinasi dengan unit lingkungan di entitas lain (KNC, SST, SWK, SMS) untuk integrasi program lintas operasi.• Membangun komunikasi aktif dengan instansi pemerintah, masyarakat sekitar dan LSM Lingkungan.Digitalisasi & Dokumentasi :• Mengelola database lingkungan berbasis digital untuk pelaporan dan analisis tren secara real-time.• Memastikan semua dokumen, izin dan arsip lingkungan tersimpan rapi dan dapat diakses saat audit atau inspeksi.Peningkatan Kompetensi dan Sosialisasi :• Melakukan pelatihan internal kepada karyawan dan kontraktor mengenai pengelolaan lingkungan, green behavior dan pencegahan pencemaran.• Mendorong partisipasi aktif masyarakat dalam program lingkungan seperti konservasi, bank sampah atau pendidikan lingkungan.Job Requirement• Pend S1 Teknik Lingkungan, Biologi, atau terkait, Penempatan Wahau (Busang Area), Employee status: Permanent/PKWTT.• Pengalaman minimal 5 tahun di bidang pengelolaan lingkungan tambang, termasuk menangani proyek multi-site atau proyek infrastruktur skala besar.• Memahami AMDAL, RKL-RPL, PROPER, dan regulasi lingkungan Indonesia (PP, Permen, KLHK, DLH).• Mampu mengoperasikan perangkat lunak pemetaan dan monitoring lingkungan (GIS, sensor digital, pengolahan data pemantauan).• Bekerja dalam tim lintas fungsi dan berkoordinasi dengan instansi pemerintah serta masyarakat lokal.• Memiliki sertifikasi POP dan pelatihan teknis lingkungan seperti ISO 14001 menjadi nilai tambah.• Kompetensi Perilaku: Proaktif, integritas tinggi, komunikatif, analitis dan mampu bekerja di bawah tekanan.""Pihak HiredToday.com dan Perusahaan tidak akan meminta biaya dalam bentuk apapun pada saat melakukan proses recruitment. Mohon segera melaporkan kepada kami, apabila Anda jika pada saat diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang.""""HiredToday.com and the Company will not ask for any form of payment during the recruitment process. Please report to us immediately, if you are invited for an interview and asked to make a payment with a sum of money."""
