Title,Company,Location,Salary,JobType,DatePosted,URL,CompanyLogo,Description
Partner Relations Staff - Yogyakarta,PT Paragon Pratama Teknologi,Yogyakarta,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/83577676?type=standard&ref=search-standalone,Logo not available,Job DescriptionMaintain and manage communication channels with partners.Assist partners in resolving any communication-related issues.Maintain partners expectations on delivering matters.Represent StickEarn professionally in all partner interactions.Job RequirementsBachelor's Degree in any major with a minimum GPA of 3.00.Fresh graduates are welcome; prior experience in customer relations or service will be an advantage.Strong communication and interpersonal skills.Ability to work independently and collaboratively in a team.Able to work in a dynamic and fast-paced environment.This position will be located in Yogyakarta.
Software Engineer (Backend) Odoo Developer,Papandayan Cargo,Pulo Gadung,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84288959?type=standard&ref=search-standalone,Logo not available,"DescriptionPengembangan dan Kustomisasi ERP System: (Odoo Specialist)Membuat dan memodifikasi modul ERP untuk mendukung kebutuhan operasional perusahaan, seperti logistik, inventaris, dan manajemen transportasi.Integrasi Sistem:Mengintegrasikan ERP internal dengan sistem pihak ketigaMengembangkan API untuk mendukung konektivitas antar sistem.Pemeliharaan dan Troubleshooting:Memantau performa sistem untuk memastikan kelancaran operasional.Menyelesaikan bug, error, atau masalah teknis yang muncul dalam sistem.Manajemen Database:• Mengelola database, termasuk optimasi performa dan migrasi data jika diperlukan.• Membuat backup rutin untuk memastikan keamanan data.Dukungan Teknis:• Memberikan dukungan teknis kepada pengguna akhir terkait sistem.• Bekerja sama dengan tim operasional untuk memastikan sistem digunakan secara optimal.Pelaporan dan Analisis:• Mengembangkan laporan khusus berdasarkan kebutuhan operasional perusahaan.• Mengotomatisasi laporan kinerja untuk tim manajemen.Peningkatan Sistem:• Melakukan upgrade sistem ke versi terbaru dengan meminimalkan gangguan pada operasional.• Mengevaluasi dan meningkatkan performa modul yang sudah ada.Dokumentasi:• Membuat dokumentasi teknis untuk modul yang dikembangkan, alur kerja, dan konfigurasi sistem.• Membantu pengguna dalam memahami modul yang telah dikustomisasi.Pelatihan Pengguna:• Memberikan pelatihan dasar kepada karyawan terkait penggunaan sistem.• Membantu pengguna memahami proses kerja baru yang diimplementasikan.Kolaborasi Tim:• Berkoordinasi dengan tim IT lainnya untuk memastikan solusi ERP yang terintegrasi.• Berpartisipasi dalam perencanaan strategis IT perusahaan.Job RequirementPendidikan:• Minimal S1 di bidang Teknologi Informasi, Ilmu Komputer, Teknik Informatika, atau bidang terkait.Pengalaman:• Pengalaman minimal 2-3 tahun sebagai Back-end Developer atau dalam pengembangan perangkat lunak berbasis ERP.• Familiar dengan versi terbaru Odoo dan modul-modul logistik atau supply chain menjadi nilai tambah.Keterampilan Teknis:• Pemahaman mendalam tentang arsitektur, termasuk modul back-end seperti Inventory, Purchase, Sales, dan Accounting.• Pengalaman dalam pengembangan API dan integrasi pihak ketiga.• Pengetahuan tentang database relasional seperti PostgreSQL.• Familiar dengan alat version control seperti Git.• Kemampuan menulis kode dalam Python untuk pengembangan dan kustomisasi Odoo menjadi nilai tambah• Pemahaman tentang sistem operasi Linux (misalnya, Ubuntu) untuk pengaturan server Odoo menjadi nilai tambahKeterampilan Tambahan:• Kemampuan analisis yang kuat untuk memahami kebutuhan bisnis dan mengonversinya ke dalam solusi teknis.• Keterampilan komunikasi untuk berkolaborasi dengan tim lain, termasuk front-end developer dan pengguna akhir.• Kemampuan troubleshooting untuk menyelesaikan bug atau masalah performa sistem.Karakter dan Sikap:• Proaktif, kreatif, dan inovatif dalam memberikan solusi ERP.• Berorientasi pada detail dan hasil.• Mampu bekerja dalam tim dan di bawah tekanan.""Pihak HiredToday.com dan Perusahaan tidak akan meminta biaya dalam bentuk apapun pada saat melakukan proses recruitment. Mohon segera melaporkan kepada kami, apabila Anda jika pada saat diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang.""""HiredToday.com and the Company will not ask for any form of payment during the recruitment process. Please report to us immediately, if you are invited for an interview and asked to make a payment with a sum of money."""
Business Development Officer,PT. YIPU TEKNOLOGI ALAMI sebagai rekruter PT. YIPU TEKNOLOGI ALAMI,Yogyakarta,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/82900602?type=standard&ref=search-standalone,Logo not available,"Kualifikasi pekerjaan:Tersedia jam fleksibelDiperlukan 2-3 tahun pengalaman kerja yang relevan untuk posisi iniPelamar harus memiliki KTPGaji yang diinginkan: Rp4,500,000 - Rp5,000,000 per bulanMulai segera tersediaBerdikari lebih dari 10 tahun, dengan semangat tinggi dalam mengembangkan pengalaman bisnis dan penjualan, untuk berkolaborasi bersama dalam memajukan lingkungan pendidikan terutama terkait green environment. Hingga saat ini kami tetap fokus dalam mempromosikan program kampus/sekolah hijau dengan tujuan menginspirasi generasi penerus kita untuk menumbuhkan rasa kepedulian dan cinta terhadap lingkungan.Jika anda memiliki misi dan semangat yang sama dengan kami, menyukai komunikasi sosial pendidikan dan memiliki pengalaman dalam bidang Sales B2B, kesempatan ini tepat untuk anda. Karena ke depan, kami masih memiliki banyak proyek yang akan diluncurkan, terutama yang berkaitan dengan kemanusiaan, serta mempromosikan Cinta & Kebaikan secara global.PT Yipu Teknologi Alami saat ini sedang membuka pengalaman karir pada Business Development Executive. Posisi strategis untuk anda yang menyukai komunikasi sosial pendidikan, mempunyai motivasi ingin menyentuh sebanyak-banyaknya kaum muda untuk bisa menyediakan pelayanan inovatif sebagai bentuk kerjasama dan aksi nyata terhadap kepedulian tentang lingkungan.Kualifikasi:Pendidikan minimal D3/S1Berorientasi pada targetSiap bekerja dibawah tekananMemiliki kemampuan Komunikasi, Presentasi, Negosiasi dan ClosingMemiliki pengalaman minimal 3 tahun sebagai Sales B2B/Project pada institusi Pendidikan (sekolah/kampus)Memiliki Pengalaman Closing B2BJujur, problem solver, bertanggung jawab dan dapat bekerja mandiri / minim supervisiBersedia mobilitas menggunakan kendaraan pribadi seperti : Sepeda MotorMemiliki Sim C dan HP AndroidTerbuka untuk Ibu Rumah TanggaPenempatan : Tangerang, Surabaya dan BandungDeskripsi Pekerjaan:Bertanggung jawab dalam proses akuisisi kerjasama dengan klien baruBertanggung jawab untuk menumbuhkan dan mengembangkan klien baruMembuat sales daily report dan koordinasi dengan leaderMencapai target Closing dan Revenue yang sudah ditentukan PerusahaanMenjaga hubungan baik dan komunikasi dengan klienBenefit :Gaji PokokTunjangan Transportasi dan KomunikasiKomisiBonusBPJS"
Relationship Manager Funding - Surabaya Area,PT Cicil Solusi Mitra Teknologi,Kebayoran Lama,Not specified,Kontrak/Temporer,30+ hari yang lalu,https://id.jobstreet.com/id/job/84142764?type=standard&ref=search-standalone,Logo not available,"Description• Acquire New Potential Lender• Assist Lender-related inquiries and needs (Creating, Managing, and Optimizing Accounts)• Maintain existing Lender by providing the best services• Work towards achieving set revenue targets and contributing to overall company growth• Negotiating and leading high-impact strategic partnerships/improvement• Responsible for maintaining a current portfolio, good relations, providing the best quality services and adequate product information to customers• Create and implement plans that will help meet customer needs• Build long-term relationships with clients and customers• Work quickly to address and resolve customer issues• Notify the sales team about new sales and cross-selling opportunities• Research and pursue new business opportunities• Identify client needs and requests and propose appropriate solutions• Provide comprehensive product/service consulting to clients and guide their decision-making process• Upselling and cross-selling products/services to clientsJob Requirement• Min. Education Bachelors Degree in any major from a reputable University• ⁠Have a minimum of 1 years of experiences from Peer-to-peer industry or Banking Industry• Have good skills in communication, selling, and presentation• Have negotiation techniques and marketing strategies to increase sales• Have extensive relationships or networking• Able to use Microsoft Office and CRM software• Excellent communication and interpersonal skills• Experience in sales or customer service• Have good problem-solving skills• Able to build positive relationships with clients• Leadership and teamwork skills""Pihak HiredToday.com dan Perusahaan tidak akan meminta biaya dalam bentuk apapun pada saat melakukan proses recruitment. Mohon segera melaporkan kepada kami, apabila Anda jika pada saat diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang.""""HiredToday.com and the Company will not ask for any form of payment during the recruitment process. Please report to us immediately, if you are invited for an interview and asked to make a payment with a sum of money."""
Relationship Manager Funding - Semarang Area,PT Cicil Solusi Mitra Teknologi,Kebayoran Lama,Not specified,Kontrak/Temporer,30+ hari yang lalu,https://id.jobstreet.com/id/job/84144621?type=standard&ref=search-standalone,Logo not available,"Description• Acquire New Potential Lender• Assist Lender-related inquiries and needs (Creating, Managing, and Optimizing Accounts)• Maintain existing Lender by providing the best services• Work towards achieving set revenue targets and contributing to overall company growth• Negotiating and leading high-impact strategic partnerships/improvement• Responsible for maintaining a current portfolio, good relations, providing the best quality services and adequate product information to customers• Create and implement plans that will help meet customer needs• Build long-term relationships with clients and customers• Work quickly to address and resolve customer issues• Notify the sales team about new sales and cross-selling opportunities• Research and pursue new business opportunities• Identify client needs and requests and propose appropriate solutions• Provide comprehensive product/service consulting to clients and guide their decision-making process• Upselling and cross-selling products/services to clientsJob Requirement• Min. Education Bachelors Degree in any major from a reputable University• ⁠Have a minimum of 1 years of experiences from Peer-to-peer industry or Banking Industry• Have good skills in communication, selling, and presentation• Have negotiation techniques and marketing strategies to increase sales• Have extensive relationships or networking• Able to use Microsoft Office and CRM software• Excellent communication and interpersonal skills• Experience in sales or customer service• Have good problem-solving skills• Able to build positive relationships with clients• Leadership and teamwork skills""Pihak HiredToday.com dan Perusahaan tidak akan meminta biaya dalam bentuk apapun pada saat melakukan proses recruitment. Mohon segera melaporkan kepada kami, apabila Anda jika pada saat diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang.""""HiredToday.com and the Company will not ask for any form of payment during the recruitment process. Please report to us immediately, if you are invited for an interview and asked to make a payment with a sum of money."""
Talent Acquisition,PT Cicil Solusi Mitra Teknologi,Kebayoran Lama,Not specified,Kontrak/Temporer,30+ hari yang lalu,https://id.jobstreet.com/id/job/84142360?type=standard&ref=search-standalone,Logo not available,"Description• Proactively source candidates through job boards, social media, networking, referrals, and recruitment agencies.• Build and maintain a pipeline of qualified candidates for current and future job openings.• Create and post compelling job advertisements on various job boards, career sites, and social media platforms.• Develop and manage employer branding content to attract candidates and highlight the company culture.• Review resumes and applications to assess candidates' qualifications and fit for the roles.• Conduct initial phone or video screenings to evaluate candidates' skills, experience, and motivation.• Coordinate and schedule interviews between candidates and hiring managers.• Facilitate interviews and assist hiring managers in the interview process, providing support and insights.• Conduct reference checks, background checks, and verify qualifications as needed.• Present shortlisted candidates to hiring managers and assist with decision-making.• Provide recommendations on salary offers, job benefits, and other negotiation points.• Provide insights to hiring managers regarding talent availability, market conditions, and best practices.Job Requirement• Bachelor’s degree in Human Resources, Business, or a related field (or equivalent practical experience).• Previous experience in recruitment, talent acquisition, or HR (1-3 years preferred).• Familiarity with Applicant Tracking Systems (ATS) and recruitment software• Strong communication skills (written and verbal) with the ability to communicate with all levels of employees and candidates.• Excellent organizational skills, attention to detail, and the ability to multitask in a fast-paced environment.• Ability to build relationships with candidates and hiring managers.• Strong interpersonal skills and the ability to assess candidates' fit for the company culture.• Understanding of recruitment and selection techniques, such as behavioral interviewing.• Proficient in using Microsoft Office Suite (Word, Excel, PowerPoint) and social media platforms for recruitment.""Pihak HiredToday.com dan Perusahaan tidak akan meminta biaya dalam bentuk apapun pada saat melakukan proses recruitment. Mohon segera melaporkan kepada kami, apabila Anda jika pada saat diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang.""""HiredToday.com and the Company will not ask for any form of payment during the recruitment process. Please report to us immediately, if you are invited for an interview and asked to make a payment with a sum of money."""
Sales B2B,PT Aiyin Teknologi Indonesia,Jakarta Raya,Rp 6.000.000 – Rp 9.000.000 per month,Full time,29 hari yang lalu,https://id.jobstreet.com/id/job/83691875?type=standard&ref=search-standalone,Logo not available,"- Develop and execute B2B sales strategies to promote Aiyin thermal printers across various sectors (e.g., retail, logistics, warehouse management, F&B, and healthcare).Identify and acquire new business clients, distributors, and resellers throughout Indonesia.Build and maintain strong relationships with key decision-makers and stakeholders.Conduct product presentations, demonstrations, and training for clients and partners.Monitor market trends and competitors to identify new business opportunities.Work closely with the marketing and technical teams to ensure product alignment and after-sales support.Achieve monthly and quarterly sales targets and prepare regular reports on performance."
Account Relation (Sales),PT Paragon Pratama Teknologi,Kemayoran,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/82323384?type=standard&ref=search-standalone,Logo not available,"Job DescriptionProvide professional after-sales support to enhance the customers’ dedication using solid arguments.Perform cost-benefit and needs analysis of potential customers to meet their needsRemain in frequent contact with the clients in your responsibility to understand their needs.Present new products to prospective clients.Record the customer’s personal information accurately in a CRM.Coordinate sales efforts with team members and other departments.Negotiate agreements and keep records of sales and data.Job RequirementBachelor degree from reputable university, majoring in Sales or Marketing, with minimum GPA 3.00At least 1-2 years experiences in related fieldKnowledge of market research, sales, and negotiating principlesExcellent communication, presentation skills, and ability to build relationshipsProficient in EnglishExcellent organizational and time management skills"
Social Media Specialist - F&B Industry,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta Raya,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/83584121?type=standard&ref=search-standalone,Logo not available,"Requirements:- Bachelor's degree in Communications, Marketing, Visual Arts, or related field- Min Exp 2 years of experience in social media, digital marketing, or content creation- Strong understanding of social platforms, especially Instagram & TikTok- Creative eye for visuals and storytelling, with basic photo/video editing skills- Passion for food, beverages, and lifestyle branding is a big plus!Responsibilities:- Develop, plan, and execute social media content calendars across platforms (Instagram, TikTok, Facebook, etc.)- Create engaging photo, video, and written content tailored to our audience- Monitor trends, hashtags, and viral content to keep our brand relevant- Manage daily social media activity, including posting, responding to comments/DMs, and engaging with followers- Work closely with the marketing team to align content with promotional campaigns and product launches- Analyze performance metrics and suggest improvements for engagement and reach- Collaborate with designers, photographers, and other creatives (if needed) to develop high-quality content- Support occasional ofline marketing events or F&B collaborations"
Quality Control - Incoming Outgoing,PT Aesthetics & Health Beauty,Demak,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84140573?type=standard&ref=search-standalone,Logo not available,"DescriptionQuality Control - Incoming OutgoingJob Requirement• Minimal lulusan SMA/SMK (Analis Kimia/Biologi/Teknologi Pangan dan Hasil Pertanian/ yang relevan)• D3 / S1 dipersilahkan melamar (jurusan relevan)• Memiliki pengalaman internship / PKL di dunia QC dari industri Food/Pharmacy/Cosmetics• Memiliki pemahaman di bidang laboratorium kimia / biologi (waktu sekolah/universitas)• Bersedia ditempatkan di Demak, Jateng• Bisa berbahasa inggris minimal reading / writing (nilai plus)""Pihak HiredToday.com dan Perusahaan tidak akan meminta biaya dalam bentuk apapun pada saat melakukan proses recruitment. Mohon segera melaporkan kepada kami, apabila Anda jika pada saat diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang.""""HiredToday.com and the Company will not ask for any form of payment during the recruitment process. Please report to us immediately, if you are invited for an interview and asked to make a payment with a sum of money."""
Business Development (BD),PT Nata Praja Solusindo,Yogyakarta,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/78591193?type=standard&ref=search-standalone,Logo not available,"KOMUNIKASI BAIKS1/D3MEMILIKI PENGALAMAN DI BIDANG SALES/MARKETINGBERPENAMPILAN MERNARIKMAX 30 THMELAMPIRKAN CV DAN PAS FOTOBENEFIT:JENJANG KARIRBONUSBPJSKemampuan Analitis: Harus mampu menganalisis pasar, mengidentifikasi peluang bisnis baru, dan merumuskan strategi untuk pertumbuhan.Keterampilan Komunikasi: Kemampuan komunikasi yang sangat baik, baik lisan maupun tulisan, sangat penting. Harus bisa bernegosiasi, menjalin hubungan, dan bekerja sama dengan berbagai pihak, termasuk klien, mitra bisnis, dan tim internal.Keterampilan Manajemen Proyek: Kemampuan untuk merencanakan, mengorganisir, dan melaksanakan proyek dari awal hingga selesai. Ini termasuk manajemen waktu dan pengelolaan sumber daya.Pengetahuan tentang Industri: Pemahaman mendalam tentang industri di mana perusahaan beroperasi, termasuk tren pasar, regulasi, dan persaingan.Keterampilan Teknologi: Kemampuan menggunakan perangkat lunak CRM (Customer Relationship Management) dan alat bisnis lainnya seperti Microsoft Office, alat analitik, atau software khusus industri.Fleksibilitas dan Adaptabilitas: Harus bisa beradaptasi dengan perubahan dan mampu bekerja di lingkungan yang dinamis.Persyaratan minimum:Mencari kandidat untuk bekerja pada:Senin: PagiSelasa: PagiRabu: PagiKamis: PagiJum'at: PagiDiperlukan 1 tahun pengalaman kerja yang relevan untuk posisi iniPelamar harus memiliki KTPGaji yang diinginkan: Rp3,000,000 per bulan"
Resepsionis Customer Service,PT Analis Teknologi Consula,Sukoharjo,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/80649215?type=standard&ref=search-standalone,Logo not available,"kualifikasi :Usia 21-30tahunberpenampilan rapiPendidikan minimal D3 ( diutamakan jurusan perhotelan/pariwisata )mengusasai Bahasa iggris ( minimal pasif )bisa mengoperasikan computerpenempatan di Solo ( Grogol , Sukoharjo )Jobdesk :menyapa, melayani dan memberikan informasi kepada pihak yang berkepentingan terkait tujuan yang di inginkanmenjadi jembatan informasi antara pihak manajemen perusahaan dengan tamuPersyaratan minimum:Tersedia jam fleksibelTidak diperlukan pengalaman kerja untuk posisi iniPelamar harus memiliki KTP"
Service Technician - Medan Branch,PT Rentokil Initial Indonesia,Medan,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/79401950?type=standard&ref=search-standalone,Logo not available,"Rentokil Initial adalah perusahaan jasa multinasional yang telah tersebar di 70 negara dengan jumlah karyawan sebanyak 35.000. Kami berusaha untuk melindungi Anda dan meningkatkan kehidupan, misalnya dengan mengendalikan hama, meningkatkan kebersihan. Kami ahli dalam bidang beroperasi dan berinvestasi dalam pelatihan, sains, inovasi, serta teknologi. Mendengarkan dan bertindak atas informasi yang disampaikan adalah bagian dari budaya kita untuk mendukung kolega dan pelanggan kami. Rentokil Initial menganggap kesetaraan dan keadilan sebagai hak fundamental dari semua rekannya. Kami menjalankan nilai-nilai layanan, Hubungan, dan Kerja Tim yang diidentifikasi oleh kolega kami di seluruh dunia.Rentokil Pest Control adalah perusahaan pengendalian hama komersial terkemuka di dunia, yang beroperasi di 70 negara dan berada di peringkat 3 teratas di 65 negara tersebut. Berada di peringkat 3 teratas di 38 dari 44 negara tempat kami beroperasi, Initial Hygiene adalah pemimpin pasar yang menyediakan layanan berkualitas, rajin, dan ramah kepada semua pelanggan. Rentokil Initial adalah pemimpin dan pelopor industri, memberikan solusi inovatif yang membantu pelanggan untuk mengurangi risiko dan mendorong pertumbuhan bisnis. Kami juga memiliki bisnis spesialis seperti Spesialis Kebersihan dan Perawatan Properti, yang memimpin bidangnya masing-masing. Di semua operasi kami secara global, kami memiliki reputasi positif di antara pelanggan kami untuk pengetahuan dan integritas kami. memiliki fungsi dukungan terpusat dari Sumber Daya Manusia, TI, Keuangan, Hukum dan Pemasaran & Inovasi di lokasi Kantor Pusat Rentokil Initial dan di Negara.Job Description:Melakukan pengawasan pengendalian sesuai dengan standard operating procedure (SOP) perusahaan dan instruksi kerja(WI) yang digariskan perusahaan atau atas intruksi atasan untuk kepentingan perusahaan.Melakukan komunikasi dengan baik ke pelanggan.Menangani keluhan pelanggan dengan baik, bersama-sama dengan service coordinator, supervisor, service manager, atau dengan branch manager.Merespon keluhan pelanggan maksimal 2 jam, sejak keluhan masuk dan melakukan tindakan langkah perbaikan maksimal 24 jam dari janji yang disepakati.Requirements:Lulusan SMA/K/sederajat/Diploma/S1Memiliki loyalitas yang tinggi dan mampu berkomunikasi dengan baikService orientedMemiliki SIM CPenempatan : MedanBenefits:Gaji PokokTunjanganInsentifBonus."
Desain Grafis & Conten Talent,Groza Indonesia,Bali,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/78596781?type=standard&ref=search-standalone,Logo not available,"Kualifikasi:Mampu menggunakan Adobe Photoshop, Adobe Illustrator, Adobe InDesign, dan Adobe Lightroomnilai plus bisa 3D, adobe premiere, dan adobe after effect.Kreatif, inovatif dan explore dalam bidang design dan dapat bekerjasama secara team work.Keterampilan manajemen waktu yang baik dan kemampuan untuk bekerja dengan deadline.Bisa berkomunikasi dan berkolaborasi dengan baik.Portofolio yang menunjukkan proyek desain sebelumnya.Mengikuti dan memahami trend terbaru, khususnya di dunia desain yang berkaitan dengan otomotif.Mampu bekerja sendiri dan tim dengan tenggat waktu yang ketat dan mampu beradaptasi di lingkungan yang bergerak cepat.Memiliki kemampuan berkomunikasi yang baik, disiplin, pekerja keras, teliti dan dedikasi tinggi kepada perusahaan.Tugas dan Tanggung Jawab:Mengembangkan konsep design Grafis yang kreatif dan inovatif.Membuat design untuk kebutuhan design web, marketplace, IG, youtube, visual store display, store banner, branding, kebutuhan perusahaan, merchandise, dan kebutuhan desain visual lainnya.Mau menjadi tallent untuk kebutuhan konten media sosial.Berkoordinasi, berkolaborasi dengan Tim Marketing, Marketplace dan Managemen.Bertanggung jawab atas pembuatan konsep dan desain untuk berbagai media, termasuk digital, cetak, dan sosial media.Memastikan semua design sesuai dengan pedoman branding perusahaan dan menjaga konsistensi visual.Mengedit dan memperbaiki gambar serta video untuk digunakan dalam berbagai proyek.Selalu memperbarui pengetahuan tentang tren dan teknologi design terbaru.Melakukan quality control pada semua design sebelum didistribusikan atau dipublikasikan.Persyaratan minimum:Mencari kandidat untuk bekerja pada:Senin: Pagi, SiangSelasa: Pagi, SiangRabu: Pagi, SiangKamis: Pagi, SiangJum'at: Pagi, SiangSabtu: Pagi, SiangDiperlukan 1 tahun pengalaman kerja yang relevan untuk posisi iniPelamar harus memiliki KTP"
Data Analyst - F&B Industry,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Jakarta Raya,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/83606051?type=standard&ref=search-standalone,Logo not available,"Requirements:* Fresh Graduate and or max 3 years working experience* Reputable University are preferred* Any Engineer education background✓ Big Data, Data Management, Data Cleansing, Data Warehouse, Data Visualization, etc✓ Using automated tools to extract data from primary and secondary sources while Performing analysis to assess quality and meaning of data✓ Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction✓ Assigning numerical value to essential business functions so that business performance canbe assessed and compared over periods of time.✓ Working with programmers, engineers, and management heads to identify processimprovement opportunities and propose system modifications.✓ Preparing final analysis reports for the stakeholders to understand the data-analysis steps,enabling them to take important decisions based on various facts and trends."
Manager,Marina hotel,Asahan,Rp 7.000.000 – Rp 10.000.000 per month,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/83283940?type=standard&ref=search-standalone,Logo not available,"KesempatanMarina Hotel, perusahaan perhotelan terkemuka di Asahan, Sumatera Utara, sedang mencariManageryang berpengalaman dan terampil untuk bergabung dengan tim kami. Sebagai Manager, Anda akan bertanggung jawab untuk memimpin dan mengkoordinasikan semua aspek operasional hotel, memastikan penyediaan layanan berkualitas tinggi kepada tamu.Tanggung JawabMengawasi dan mengelola semua departemen hotel, termasuk housekeeping, makanan dan minuman, penerimaan tamu, dan pemeliharaanMemastikan kepatuhan terhadap standar operasional, prosedur, dan peraturan yang berlakuMengelola anggaran hotel dan membuat keputusan keuangan yang strategisMemimpin tim untuk mencapai tujuan bisnis dan memastikan kepuasan tamuMenganalisis data operasional dan membuat rekomendasi untuk meningkatkan efisiensi dan profitabilitasMenjalin hubungan dengan pemangku kepentingan, termasuk mitra bisnis dan otoritas setempatKualifikasi dan PengalamanMemiliki gelar di bidang Manajemen Perhotelan, Pariwisata, atau bidang terkaitMinimal 5 tahun pengalaman dalam posisi manajerial di industri perhotelan atau pariwisataMemiliki pemahaman yang kuat tentang tren dan praktik terbaik dalam industri perhotelanKemampuan kepemimpinan yang kuat, disertai dengan keterampilan komunikasi dan pengambilan keputusan yang baikKemampuan menganalisis data dan membuat keputusan strategis berdasarkan informasi tersebutWawasan keuangan yang kuat dan kemampuan mengelola anggaran dengan efektifMahir dalam menggunakan teknologi hotel, termasuk sistem reservasi dan manajemen propertiManfaatGaji yang kompetitif dan bonus kinerjaTunjangan kesehatan dan asuransi jiwa yang komprehensifKesempatan untuk pengembangan karier dan pelatihan berkelanjutanFasilitas fitness dan rekreasi untuk karyawanLingkungan kerja yang mendukung dan kolaboratifTentang Marina HotelMarina Hotel adalah hotel terkemuka di Asahan, Sumatera Utara. Didirikan pada tahun 2010, hotel ini telah menjadi tujuan utama bagi wisatawan domestik dan internasional yang mencari pengalaman menginap yang mewah dan menyenangkan. Dengan lokasi strategis di pusat kota, kami menawarkan berbagai fasilitas dan layanan berkualitas tinggi, termasuk restoran, bar, kolam renang, dan pusat kebugaran. Marina Hotel berkomitmen untuk memberikan pengalaman tamu yang tak terlupakan dan menjadi pilihan utama di Asahan.Tertarik untuk bergabung dengan kami? Lamar posisi ini sekarang dan menjadi bagian dari tim Hotel Marina yang dinamis dan berprestasi."
Teknisi,PT. Arta Teknologi Comunindo,Yogyakarta,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/80718521?type=standard&ref=search-standalone,Logo not available,"untuk posisi RnD Teknik Sipil1. Pendidikan Mininal D3/S1 Teknik Sipil2. Fresh Graduate/Berpengalaman4. Memahami Pemodelan Autocad, Pemodelan Sketchup dan Perhitungan Pembebanan Sederhana menjadi nilai tambah5. Dapat bekerjasama dengan tim maupun individu6. Mampu berkomunikasi dengan baik7. Memiliki loyalitas dan integritas dalam bekerja8. Domisili DI Yogyakarta dan sekitarnya menjadi nilai tambah9. Memiliki kemampuan mengemudi dan memiliki SIM A lebih diutamakan10. Siap bekerja dibawah tekanan11. Surat Lamaran, CV, Ijazah, Transkrip Nilai dan kelengkapan pendukung mohon di upload dalam 1 FilePersyaratan minimum:Mencari kandidat untuk bekerja pada:Senin: PagiSelasa: PagiRabu: PagiKamis: PagiJum'at: PagiTidak diperlukan pengalaman kerja untuk posisi iniPelamar harus memiliki KTP"
Assistant HRD,PT Triguna Samudratrans,Surabaya,Not specified,Full time,30+ hari yang lalu,https://id.jobstreet.com/id/job/84145523?type=standard&ref=search-standalone,Logo not available,"DescriptionAssistant HRDJob Requirement• Usia maksimal 35 tahun• Pendidikan minimal S1 di bidang Psikologi, Manajemen Sumber Daya Manusia, Sosiologi atau bidang terkait.• Pengalaman kerja 2-3 tahun di posisi yang sama.• Berengalaman dalam proses Payroll.• Mampu dalam menggunakan Microsoft office (Word, Excell, Powerpoint)• Kemampuan analisis data yang baik dan mampu membuat laporan SDM.• Komunikasi yang baik, teliti, dan dapat bekerja secara mandiri maupun dalam tim.• Memiliki pengetahuan dasar mengenai peraturan ketenagakerjaan di Indonesia.• Bersedia untuk mengikuti perkembangan teknologi HR dan sistem HRIS yang baru.""Pihak HiredToday.com dan Perusahaan tidak akan meminta biaya dalam bentuk apapun pada saat melakukan proses recruitment. Mohon segera melaporkan kepada kami, apabila Anda jika pada saat diundang untuk interview dan diminta untuk melakukan pembayaran dengan sejumlah uang.""""HiredToday.com and the Company will not ask for any form of payment during the recruitment process. Please report to us immediately, if you are invited for an interview and asked to make a payment with a sum of money."""
